,Embedded_text,UserName
0," Pour revoir les différentes émissions de #Facealinfo rendez-vous sur 
@CNEWS
 .fr ! 

Ça se passe ici 
https://cnews.fr/replay

 A lundi ! Excellent week-end à tous
1
16
37",@ZemmourEric
1,"Eric #Zemmour face à 
@HuygheFB
 sur 
@CNEWS
 : 

 « Le populisme ne peut être que de droite. Le populisme de gauche est une supercherie. Le populisme, c’est une révolte identitaire et une révolte sociale. Or le populisme de gauche, ce n’est qu’une révolte sociale » #facealinfo
4
33
67",@ZemmourEric
2," Qui aimeriez-vous voir face à Eric #Zemmour, pour débattre dans #Facealinfo ?

 Vos propositions en commentaire !
1.4K
338
307",@ZemmourEric
3,"Eric #Zemmour face à 
@HuygheFB
 sur 
@CNEWS
 : « Les Gilets Jaunes sont des électeurs du RN contrôlés par des cadres de la France Insoumise. On les a enfermés dans des querelles sociales et institutionnelles. Ils se sont fait avoir » 
#Facealinfo
12
38
106",@ZemmourEric
4," Qui aimeriez-vous voir face à Eric #Zemmour, pour débattre dans #Facealinfo ?

 Vos propositions en commentaire !
0:11
45.7K views
1.4K
338
307",@ZemmourEric
5,"Éric #Zemmour face à 
@patrickmennucci
 sur 
@CNEWS
 :
« On ne peut pas préconiser en même temps l’organisation d’un islam de France par l’Etat et le principe de séparation de l’Eglise et de l’Etat. Cela s’appelle un oxymore » 
#Facealinfo
7
87
155",@ZemmourEric
6,"Éric #Zemmour face au socialiste 
@patrickmennucci
 sur 
@CNEWS
 :
 « S’assimiler, c’est s’approprier un schéma culturel historique. Ce n’est pas promouvoir un modèle culturaliste comme l’a fait la gauche depuis les années 80 » 
#Facealinfo
4
49
116",@ZemmourEric
7,"Éric #Zemmour face à 
@patrickmennucci
 sur 
@CNEWS
 : ""Depuis les années 80, vous avez sacrifié la Nation sur l’autel de l’Europe, l’école sur l’autel de la sociologie et la laïcité sur la crainte de ne pas froisser les musulmans"" (2/2) #Facealinfo
15
301
657",@ZemmourEric
8,"Éric #Zemmour face à 
@patrickmennucci
 sur 
@CNEWS
 : ""Ce n’est pas un hasard si la gauche est morte. Elle s’appuyait sur trois fondements et elle les a trahis : la Nation, la laïcité, l’école"" (1/2) #Facealinfo
5
60
146",@ZemmourEric
9,"Le face à face, c'est maintenant ! RDV sur 
@CNEWS
 dans #Facealinfo
4
17
53",@ZemmourEric
10," L'invité de ce soir dans #Facealinfo est l'homme politique socialiste marseillais 
@patrickmennucci
 !

 Au menu du jour : l'état du 
@partisocialiste
, l'avenir de la gauche et les banlieues

A tout de suite sur 
@CNEWS
23
26
53",@ZemmourEric
11," Merci d'avoir été là ce soir devant #Facealinfo  à demain, même heure !
5
21
61",@ZemmourEric
12,"Eric #Zemmour dans #Facealinfo : ""Nous sommes tous soumis aux Etats-Unis depuis 1945. Le seul qui a résisté c'est De Gaulle"" #Europe #Brexit
6
49
100",@ZemmourEric
13,"Eric #Zemmour sur l'immigration économique dans #Facealinfo : 
 ""Ces #quotas sont soit-disant pour faire baisser l'immigration, mais en réalité ils vont l'augmenter""
19
192
384",@ZemmourEric
14,"Eric #Zemmour face à 
@nbouzou
sur 
@CNEWS
 
  ""Le Brexit n'est pas une question économique. C'est d'abord une question politique de souveraineté nationale""
#Facealinfo
2
14
65",@ZemmourEric
15,"Eric #Zemmour dans #Facealinfo : ""Je ne comprends pas pourquoi on fait un tel foin autour de cet #AccorddeParis alors qu'il n'est pas contraignant"" 
#climat #Trump
1
7
25",@ZemmourEric
16," Rendez-vous ce soir dans #Facealinfo sur 
@CNEWS
  pour un nouveau face à face entre Éric #Zemmour et 
@nbouzou
 !

Le sujet de ce soir : le #Brexit 
13
26
40",@ZemmourEric
17,"Eric #Zemmour face à 
@HenriPenaRuiz
  : ""D’où vient l’universalisme des droits de l’homme ? Une fois de plus de l’Eglise et du message de St Paul qui disait : il n’y a plus ni juif ni grec, il n’y a plus ni esclave ni homme libre, il n’y a plus l’homme et la femme"" #laicite
6
44
93",@ZemmourEric
18,"Eric #Zemmour face à 
@HenriPenaRuiz
 sur 
@CNEWS
 : 
« Vous ne seriez pas laïc si vous ne baigniez pas dans une culture chrétienne et catholique. C’est dans la religion chrétienne que l’on a inventé la séparation entre le spirituel et le temporel » #laicite #Facealinfo
51
367
832",@ZemmourEric
19," Le face à face Eric #Zemmour et 
@HenriPenaRuiz
 c'est maintenant ! 

Au menu de ce débat prometteur :
 Islamophobie
 Laïcité
 La gauche face à l'islam
21
18
39",@ZemmourEric
20,"Éric #Zemmour face à 
@gerardlonguet55
 sur 
@CNEWS
 : « L’Otan n’a plus de légitimité depuis la chute du mur de Berlin puisque le pacte de Varsovie a été dissout. Même les militaires américains disent depuis des années qu’ils n’ont pas besoin des Européens pour mener leurs guerre ».
3
73
171",@ZemmourEric
21,"Éric #Zemmour sur 
@CNEWS
 : « Le droit d’asile, c’est celui dont a bénéficié Victor Hugo à Guernesey. Aujourd'hui, ce droit est mort. Des centaines de milliers de personnes, ce n’est pas le droit d’asile, c’est une invasion migratoire » #Migrants #Facealinfo
30
496
1K",@ZemmourEric
22,"Éric #Zemmour sur 
@CNEWS
 au sujet des camps évacués : « C’est un coup de com’ après l’annonce des quotas qui vont augmenter l’immigration économique. Ils évacuent des campements des demandeurs d’asile qui pour la plupart seront déboutés, mais ne seront pas expulsés » #Facealinfo
2
172
291",@ZemmourEric
23,"A tout de suite sur 
@CNEWS
 ! 
9
18
77",@ZemmourEric
24," Le sénateur 
@gerardlonguet55
 sera l'invité ce soir pour débattre face à Eric #Zemmour sur le plateau de #Facealinfo 

Ex-ministre de la Défense sous Sarkozy, Gérard Longuet débattra de la légitimité de l' #Otan et de l'avenir de parti Les #Républicains 

A tout à l'heure 
18
39
68",@ZemmourEric
25,"Eric #Zemmour : ""La présence  au Sahel renoue géographiquement avec la présence coloniale. Au XIXe, le général Faidherbe intervenait dans cette région, au cœur de l’affrontement séculaire entre le monde arabo-musulman au nord et l’Afrique noire, chrétienne et animiste, au sud""
10
26",@ZemmourEric
26,"E. #Zemmour «Il faut rappeler qu’avec l’#AME, les gens se font soigner gratis. Le ministère de l’Intérieur avait demandé sa suppression. Ce serait la seule solution efficace pour nous rendre moins attractifs. Les migrants comparent les pays, et le plus intéressant c’est la  »
5
101
143",@ZemmourEric
27,"Éric #Zemmour face à 
@gerardlonguet55
  « Les élections majoritaires à deux tours impliquent des alliances au 2e tour. C’est ce que Mitterrand a fait dans les années 70 avec les communistes. Or, la droite RPR, UMP puis LR refuse l’alliance avec le RN. C’est son péché originel »
4
46
100",@ZemmourEric
28,"Éric #Zemmour face à 
@alain_madelin
 sur 
@CNEWS
 : « En 1989, j’ai été très heureux pour les peuples libérés du joug communiste. Mais comme François Mitterrand, je pense que la réunification de l’Allemagne a été une catastrophe pour la France » #Facealinfo
1
18
38",@ZemmourEric
29,"Éric #Zemmour face à 
@alain_madelin
 sur 
@CNEWS
  : « Vous croyez en une force : celle du marché, des minorités et des juges. Vous imposez cette force à des gens qui la subissent. Et c’est une force qui détruit les identités collectives des individus » #Facealinfo
5
25
43",@ZemmourEric
30,"Éric #Zemmour face à 
@alain_madelin
 sur 
@CNEWS
 : ""Certes, la majorité est potentiellement tyrannique. Mais aujourd’hui, c’est la majorité qui est tyrannisée. Les démocratie illibérale c’est la démocratie d’autrefois : c'est la majorité y gouverne, pas les juges ni les minorités""
4
46
86",@ZemmourEric
31,"Éric #Zemmour sur 
@CNEWS
 #Marche10Novembre : « La polémique sur l’étoile jaune me surprend. C’est SOS-Racisme qui avait fait l’association avec la déportation avec sa petite main jaune. Ce n’était pas un hasard » #Facealinfo
6
117
259",@ZemmourEric
32," #Facealinfo c'est maintenant ! Et c'est sur 
@CNEWS
 6
30",@ZemmourEric
33," Ce soir dans #Facealinfo retrouvez le face à face Éric #Zemmour vs Alain Madelin pour un debat musclé sur :

 Les démocraties ""illibérales""
 L'État de droit
 Les droits de l'homme

A tout de suite sur 
@CNEWS
  12
49
72",@ZemmourEric
34,"Éric #Zemmour face à 
@michelmaffesoli
  « Les Gilets Jaunes, c’est le retour de la lutte des classes. Les Gilets Jaunes ont été marginalisés par la mondialisation et ils se révoltent contre les élites mondialisées. Ils sont dans le rationnel, pas dans l’émotionnel » #Facealinfo
3
24
74",@ZemmourEric
35,"Éric #Zemmour sur 
@CNEWS
 : « L’université accueille trop d’étudiants qui ne devraient pas l’être. On rentre à l’université sans avoir le niveau. Il faudrait sélectionner davantage et on pourrait alors donner des bourses supplémentaires » #Facealinfo #etudiants
32
297
770",@ZemmourEric
36,"Éric #Zemmour : « Depuis le premier jour, une élite démocrate refuse l'élection de 
@realDonaldTrump
 et estime qu’il est illégitime. Les élites occidentales considèrent que quand le peuple vote mal, son vote n’est pas valable. Il faut donc ""tuer"" Trump avec l’impeachment »
6
96
160",@ZemmourEric
37," Face a Éric #Zemmour ce soir dans #Facealinfo, le sociologue 
@michelmaffesoli
 viendra débattre débattre des mouvements sociaux, du communautarisme et du nomadisme.

A tout de suite sur 
@CNEWS
 5
21
37",@ZemmourEric
38,"Éric #Zemmour face 
@ChrisSaintEtien
 sur 
@CNEWS
 : « De plus en plus, nous avons des intérêts divergents. Entre le Nord et le Sud. Entre l’Est et l’Ouest. On n’a plus grand-chose en commun. C’est l’échec de l’euro qui devait accroître la convergence des économies » #Facealinfo
3
35
92",@ZemmourEric
39,"Éric #Zemmour face 
@ChrisSaintEtien
 sur 
@CNEWS
 : « Ce que dit 
@EmmanuelMacron
 quand il veut s’affranchir du critère des 3% de déficit, c’est exactement ce que disait Philippe Séguin autrefois » #Facealinfo
1
19
54",@ZemmourEric
40,"Éric #Zemmour face 
@ChrisSaintEtien
 sur 
@CNEWS
 : « On a survalorisé l’euro de la BCE et on a imaginé une flexibilité qui n’existait pas. C’est le piège fédéraliste : imposer une monnaie unique pour imposer ensuite un État européen » #Facealinfo
5
60
115",@ZemmourEric
41," Ce soir, dans #Facealinfo, assistez au face à face entre l'économiste 
@ChrisSaintEtien
 et Eric #Zemmour 
 
A l'ordre du jour sur 
@CNEWS
 : la crise de l'hôpital, l'endettement et l'euro  !
10
50
86",@ZemmourEric
42,"Éric #Zemmour face 
@ChrisSaintEtien
 sur 
@CNEWS
 
« L’euro est une invention des élites françaises qui en avaient assez de se soumettre à l’hégémonie monétaire allemande. C’est le fantasme de la technocratie française » #Facealinfo
4
41
67",@ZemmourEric
43,"A lundi !

En attendant les retransmissions de l'émission sont ici 

https://cnews.fr/emission/2019-11-14/face-linfo-du-14112019-899420…
3
41
89",@ZemmourEric
44,"Éric #Zemmour face à Thierry Lentz sur 
@CNEWS
  
« Napoléon est le personnage que notre époque déteste le plus. C’était un homme. Il faisait la guerre. Et c’était un chef. Aujourd’hui, on ne veut plus de chef. On veut des cools » 
#Facealinfo
16
102
221",@ZemmourEric
45,"Éric #Zemmour face à Thierry Lentz sur 
@CNEWS
 : « Le personnage de l’histoire que j’admire le plus au monde, c’est Napoléon. C’est un des plus grands génie de l’histoire, pour le meilleur et pour le pire. Il n’était rien et il est devenu empereur de toute l’Europe » #Facealinfo
26
138
389",@ZemmourEric
46,"Éric #Zemmour sur 
@CNEWS
 : « Toutes les ""Révolutions Orange"" en Europe étaient manipulées par les Américains et les organisations de George Soros qui avaient formé les leaders de ces mouvements. Peut-on imaginer que ce soit le cas à Hong Kong ? » #Facealinfo
17
103
166",@ZemmourEric
47," Spécialiste de #Napoleon, l'historien Thierry Lentz sera l'invité de #facealinfo ce soir pour débattre face à Eric #Zemmour. Au menu :

 La France face à son histoire
 La place de Napoléon dans les mémoires
 L'empire est-il le destin manqué de la  ?

A tt de suite ! 
40
90
177",@ZemmourEric
48,"Éric #Zemmour face à 
@UPR_Asselineau
 sur 
@CNEWS
 
« L’argent que l’on donne aux pays de l’Est, c’est une compensation car ils n’imposent pas de droits de douane sur nos produits. Ce qui permet à nos entreprises d’aller dans ces pays » #Facealinfo
9
25
66",@ZemmourEric
49,"Éric #Zemmour face à 
@UPR_Asselineau
 sur 
@CNEWS
 : « On dérive aujourd’hui de l’argent public vers des choses qui ne sont pas indispensables et l’on réduit les investissements. Notre problème n°1, c’est notre budget social qui est colossal parce qu’on l’ouvre au monde entier »
14
142
315",@ZemmourEric
50,"Éric #Zemmour sur 
@CNEWS
 : #Iran #HongKong « Comme par hasard, ces révoltes ne touchent que les adversaires des Etats-Unis. Mais vous allez dire que j’ai l’esprit mal tourné ! » #Facealinfo
11
30
88",@ZemmourEric
51," ""Napoléon est le personnage que j'admire le plus au monde"" 
Eric #Zemmour dans #Facealinfo hier soir
13
66
176",@ZemmourEric
52,"Éric #Zemmour face à 
@OlivierBabeau
 sur 
@CNEWS
 : « Les pays de l’Est qui veulent protéger leurs cultures et leurs histoires, repoussent le libéralisme. La pérennité d’une collectivité nationale doit primer sur l’individu » 
#Facealinfo
3
24
66",@ZemmourEric
53,"Éric #Zemmour face à 
@OlivierBabeau
 sur 
@CNEWS
 
« Le libéralisme, c’est faire de l’ennemi un allié. Or la politique c’est au contraire désigner un ennemi, comme disait Carl Schmitt. Le libéralisme est donc l’ennemi de la politique » 
#Facealinfo
1
18
35",@ZemmourEric
54,"Éric #Zemmour face à 
@OlivierBabeau
 sur 
@CNEWS
 : ""On a un système de redistribution énorme, très lourd et assez incroyablement efficace. Je ne suis donc pas choqué l’on prenne des mesures pour empêcher le plus riches de s’exiler"" #Facealinfo
3
10
33",@ZemmourEric
55,"Éric #Zemmour sur 
@CNEWS
 #Retraites : « Le patronat réclame une augmentation de l’âge du départ à la retraite, ce à quoi je suis favorable. Mais quand on voit le nombre de personnes qui sont virées à l’âge de 50 ou 55 ans, c’est qu’il y a un problème » #Facealinfo
10
152
349",@ZemmourEric
56,"Éric #Zemmour sur 
@CNEWS
 : « Deux poids, deux mesures. Les black blocs semblent jouir d’une impunité complète et les émeutiers de banlieue bénéficient d’une liberté totale de casser. Mais on va éborgner des Gilets Jaunes. L'effet sur la population est déplorable  » #Facealinfo
16
414
793",@ZemmourEric
57,"Éric #Zemmour sur 
@CNEWS
 : « On rejette toute violence même symbolique. Et en même temps chaque groupe veut s’approprier la légitimité de la violence et estime que l’État est une bande parmi d’autres. Ce discours de la non-violence finit en violence de tous contre tous »
7
59
117",@ZemmourEric
58,"Éric #Zemmour face à Yves Michaud sur 
@CNEWS
 
« La République est adossée à une patrie. Et la patrie est adossée à un enracinement millénaire, à une culture commune. Il faut construire la communauté française  et pas la communauté républicaine » 
#Facealinfo
9
159
341",@ZemmourEric
59,"Éric #Zemmour face à Yves Michaud sur 
@CNEWS
 :
 « Une partie de la société ne supporte plus la hiérarchie, refuse la position du haut fonctionnaire qui incarne l’autorité et l’Etat, veut un égalitarisme absolu et défend une forme de fausse gentillesse » 
#Facealinfo
2
25
59",@ZemmourEric
60,"Eric #Zemmour et Yves Michaud sur les émeutes de 2005 
#Facealinfo 
@CNEWS
2
71
127",@ZemmourEric
61,"""Ce discours de la non-violence se finit en guerre de tous contre tous"" Eric #Zemmour dans #Facealinfo
5
63
125",@ZemmourEric
62,"Éric #Zemmour face à 
@dr_l_alexandre
 : « Vous avez remplacé la religion par la science. La science détermine tout selon vous, y compris les lignes morales. Je pense le contraire : La science n’est qu’un sous-produit de l’idéologie » 
#Facealinfo
45
111
220",@ZemmourEric
63,"Éric #Zemmour face à 
@dr_l_alexandre
 : « Dire que l’on dispose de la liberté de se tuer, c’est ouvrir la porte à tout. Il n’y a pas de dignité et d’indignité. Les vieilles lois morales comme ""Tu ne tueras point"" sont les seules limites à la férocité humaine » #Facealinfo
8
50
112",@ZemmourEric
64,"Éric #Zemmour sur 
@CNews
 à propos de la candidature de 
@MikeBloomberg
 : « Je suis assez d’accord avec Bernie Sanders. Plus ça va et plus les élections américaines sont déterminées pas l’argent. Les donateurs sont devenus candidats. C’est assez effrayant » #Facealinfo
4
55
112",@ZemmourEric
