,Embedded_text,UserName
0,"Les voeux d'artifices du président -
melenchon.fr
Les voeux d'artifices du président | Jean-Luc Mélenchon
Je crois que François Hollande aura aussi tué ça. Les vœux du président ont perdus 45 % de leur audience depuis qu’il les prononce.
29
92
52",@JLMelenchon
1,"Pour commencer doucement - http://melenchon.fr/2016/01/03/pour-commencer-doucement/… - Nouvelle note de blog - #Hollande #Finance #Éducation
16
66
46",@JLMelenchon
2,"On a tous « un » prof -
melenchon.fr
On a tous « un » prof | Jean-Luc Mélenchon
Nous avons tous un prof dans notre vie, non ? Homme ou femme, nous lui devons cette sorte de passage à gué pour l’esprit, là où il y a un avant et un après.
4
55
45",@JLMelenchon
3,"Les annonces et le réel - http://bit.ly/1Z2NSKd
33
137
74",@JLMelenchon
4,"#Mitterrand : ""Mélenchon, ne cédez pas. Marchez votre chemin."" 20 ans après, je n'ai pas cédé ! Je marche, Monsieur. http://bit.ly/1MSyclQ
44
112
141",@JLMelenchon
5,"Trump est un con. Bon. Ça, c'est prouvé.
74
1K
586",@JLMelenchon
6,"Un an après – Hommage à Charb et aux victimes de l’attaque de #CharlieHebdo -
melenchon.fr
Un an après - Hommage à Charb et aux victimes de l'attaque de Charlie Hebdo | Jean-Luc Mélenchon
Hommage de Jean-Luc Mélenchon à Charb, dessinateur de Charlie Hebdo assassiné le 7 janvier 2015. Cette oraison a été prononcée le 16 janvier 2015, à l'invitation de la famille du défunt.
8
61
45",@JLMelenchon
7,"Soutien à la manifestation qui a lieu ce samedi 9 janvier à Notre-Dame-des-Landes - http://bastamag.net/Notre-Dame-des-Landes-manifestation-le-9-janvier-a-Nantes-pour-s-opposer-aux… - #NDDL
27
85
59",@JLMelenchon
8,"Hollande : 1 jour à Jarnac, 5 ans à j'arnaque.
127
602
368",@JLMelenchon
9,"Replying to 
@presdl
@presdl
 @AssisesdelaMer
 @jmbiette
 @Ed_Archipel
 @Vukuzman
 La France, puissance maritime qui s'ignore -
melenchon.fr
La France, puissance maritime qui s’ignore | Jean-Luc Mélenchon
La France est le deuxième territoire maritime du monde avec 11 millions de km2 : une puissance maritime qui s'ignore...
18
7",@JLMelenchon
10,"20 ans après le décès de François #Mitterrand, tirons un bilan raisonné de 1981 et de sa présidence -
melenchon.fr
Bilan raisonné de 1981 et de la présidence de François Mitterrand | Jean-Luc Mélenchon
Le 8 janvier 2016 est la date anniversaire des 20 ans du décès de François Mitterrand. L’occasion de dresser un bilan raisonné de 1981 et des années durant lesquelles il a été président de la...
18
47
38",@JLMelenchon
11,"Les présidents de la Ve République se comportent comme des monarques -
melenchon.fr
VIDÉO. « Les présidents se comportent comme des monarques » | Jean-Luc Mélenchon
Jean-Luc Mélenchon était l'invité de France Culture pour parler de l'élection présidentielle en France.  Il a critiqué le comportement de monarques des présidents de la Ve République.
19
71
63",@JLMelenchon
12,"À Nantes contre l'aéroport #NDDL, déchéance du pharaon des grands travaux inutiles.
8
63
67",@JLMelenchon
13,"Envoyez vos questions sur videojlmetzoe@gmail.com avant le 15 janvier et partagez ce visuel.
24
69
49",@JLMelenchon
14,"8 ouvriers #Goodyear condamnés à 24 mois de prison dont 9 fermes. Pourtant pas de plainte. Merci Taubira.
67
247
151",@JLMelenchon
15,"Prison ferme pour 8 ouvriers #Goodyear : insoutenable et dégoûtant -
youtube.com
Prison ferme pour 8 ouvriers Goodyear : « Insoutenable et dégoûtant »...
Le 12 janvier 2016, Jean-Luc Mélenchon parlait des 8 ouvriers Goodyear condamnés à de la prison ferme pour avoir défendu leur emploi. Voici ce qu'il a dit : ...
19
72
50",@JLMelenchon
16,"Envoyez vos questions sur videojlmetzoe@gmail.com avant le 15 janvier et partagez ce visuel.
7
34
18",@JLMelenchon
17,"General electric annonce 765 suppressions d'emplois en France - http://bit.ly/1OqOpkg
13
101
50",@JLMelenchon
18,"Ce jeudi à 07h50, je serai sur #RTL pour parler des 8 ouvriers #Goodyear condamnés à de la prison ferme. #RTLMatin
24
64
43",@JLMelenchon
19,"Pas d'expulsions à Notre-Dame-des-Landes ! La terre doit rester aux paysans et à la biodiversité. Pas aux avions et au béton. #NDDL
38
228
191",@JLMelenchon
20,"De la mise en spectacle de la mort - http://melenchon.fr/2016/01/14/de-la-mise-en-spectacle-de-la-mort/…
5
53
29",@JLMelenchon
21,"#Goodyear : le gouvernement veut matraquer les travailleurs -
youtube.com
Mélenchon sur Goodyear : « Le gouvernement veut matraquer les...
Le 14 janvier 2016, Jean-Luc Mélenchon est revenu sur la condamnation de 8 ex-ouvriers Goodyear à de la prison ferme pour avoir défendu leur emploi. Il a dén...
21
59
41",@JLMelenchon
